past_window,trade_window,final_cap
3,1,1205.015916
4,1,1205.015916
6,1,1179.67114
8,1,1179.67114
5,1,1179.67114
7,1,1179.67114
9,1,1134.54082
7,2,1017.59913
6,2,1017.59913
5,2,1017.59913
4,2,1017.59913
8,2,997.95021
9,2,997.95021
3,2,991.38092
7,3,930.7906960000001
8,3,930.7906960000001
9,3,930.7906960000001
5,3,923.4522660000001
6,3,923.4522660000001
4,3,923.4522660000001
3,3,923.4522660000001
