Date,Open,High,Low,Close,Volume
2024-07-22,486.58,492.06,483.9,487.4,6465299.0
2024-07-23,489.86,495.22,487.72,488.69,4985445.0
2024-07-24,472.23,476.3,460.58,461.27,9546130.0
2024-07-25,463.26,463.55,442.65,453.41,10954587.0
2024-07-26,464.34,469.77,459.42,465.7,8155729.0
2024-07-29,470.25,473.96,465.02,465.71,6277106.0
2024-07-30,467.0,472.73,456.7,463.19,6123199.0
2024-07-31,471.0,476.5,466.75,474.83,9882209.0
2024-08-01,521.0,527.18,492.1,497.74,27845338.0
2024-08-02,488.75,501.15,476.15,488.14,13338018.0
2024-08-05,451.35,483.48,450.8,475.73,11900456.0
2024-08-06,479.0,502.56,478.65,494.09,13107120.0
2024-08-07,502.87,510.15,486.86,488.92,12902085.0
2024-08-08,497.65,509.96,494.72,509.63,9750597.0
2024-08-09,507.71,518.34,505.7,517.77,7711304.0
2024-08-12,516.89,518.02,509.1,515.95,5705894.0
2024-08-13,519.45,531.5,518.15,528.54,8244034.0
2024-08-14,528.06,534.0,523.13,526.76,6222423.0
2024-08-15,531.79,539.77,526.7,537.33,7438833.0
2024-08-16,532.29,533.66,524.66,527.42,8736253.0
2024-08-19,526.87,531.66,522.76,529.28,5796715.0
2024-08-20,528.35,531.09,525.88,526.73,4213018.0
2024-08-21,527.15,539.4,526.93,535.16,8029039.0
2024-08-22,537.0,544.23,528.59,531.93,8361017.0
2024-08-23,536.92,539.87,525.06,528.0,5958057.0
2024-08-26,527.51,528.03,514.95,521.12,5036331.0
2024-08-27,518.98,524.01,515.31,519.1,3186294.0
2024-08-28,517.68,521.09,512.45,516.78,4904684.0
2024-08-29,519.05,527.2,515.67,518.22,4745591.0
2024-08-30,521.35,523.54,515.2,521.31,4371661.0
2024-09-03,519.6,525.49,508.61,511.76,6772576.0
2024-09-04,506.07,516.59,504.07,512.74,4574736.0
2024-09-05,511.72,521.63,511.15,516.86,4612977.0
2024-09-06,521.88,524.59,498.25,500.27,7960245.0
2024-09-09,506.16,511.33,502.08,504.79,4445586.0
2024-09-10,508.16,514.18,500.02,504.79,4367788.0
2024-09-11,507.3,513.12,495.6,511.83,5429496.0
2024-09-12,517.05,526.71,515.22,525.6,6280263.0
2024-09-13,520.44,527.59,517.11,524.62,4882730.0
2024-09-16,524.54,534.1,517.4,533.28,5059703.0
2024-09-17,537.6,542.1,530.57,536.32,5669077.0
2024-09-18,537.07,544.2,533.9,537.95,5388452.0
2024-09-19,550.0,562.07,546.52,559.1,8342579.0
2024-09-20,560.0,564.5,556.3,561.35,8171660.0
2024-09-23,569.5,573.98,562.41,564.41,5862694.0
2024-09-24,566.67,567.75,554.19,563.33,5716817.0
2024-09-25,564.05,576.88,563.72,568.31,9432651.0
2024-09-26,575.73,577.4,562.35,567.84,7528326.0
2024-09-27,570.0,570.84,564.51,567.36,4322268.0
2024-09-30,567.39,574.68,564.8,572.44,5089168.0
2024-10-01,578.09,583.04,570.1,576.47,9093836.0
2024-10-02,574.97,576.0,569.34,572.81,3217332.0
