buy_date,sell_date,buy_price,sell_price,shares,fee,pnl
2024-07-26,2024-08-16,464.34,532.29,2,3.59,132.312
2024-09-09,2024-10-07,506.16,598.22,2,3.98,180.144
2024-11-18,2024-12-12,557.04,631.5,2,4.28,144.641
2024-12-23,2025-01-07,589.6,631.71,2,4.4,79.823
2025-04-22,2025-05-15,491.87,654.09,3,6.19,480.472
2025-05-27,2025-07-01,635.41,736.88,3,7.41,297.0
2025-07-18,2025-07-21,702.18,707.0,3,7.61,6.85
