past_window,trade_window,final_cap
3,1,1674.2974319999996
5,1,1660.8751359999997
6,1,1660.8751359999997
4,2,1610.0381200000002
5,2,1610.0381200000002
3,3,1552.572212
4,3,1552.572212
9,1,1454.914688
8,1,1454.914688
7,1,1454.914688
7,2,1437.020896
9,2,1437.020896
8,2,1437.020896
6,2,1437.020896
7,3,1414.078032
6,3,1414.078032
8,3,1414.078032
5,3,1414.078032
9,3,1414.078032
4,1,1257.5669759999998
3,2,1153.5113020000001
