past_window,trade_window,final_cap
9,1,1573.99675
8,1,1573.99675
3,1,1556.0506240000002
7,1,1556.0506240000002
4,1,1556.0506240000002
5,1,1556.0506240000002
6,1,1556.0506240000002
3,3,1502.1306180000001
4,3,1502.1306180000001
5,3,1502.1306180000001
6,2,1497.8761559999998
3,2,1497.8761559999998
5,2,1497.8761559999998
4,2,1497.8761559999998
7,2,1417.5877779999998
8,2,1417.5877779999998
9,2,1417.5877779999998
6,3,1372.455296
7,3,1372.455296
8,3,1372.455296
9,3,1372.455296
