buy_date,sell_date,buy_price,sell_price,shares,fee,pnl
2024-08-08,2024-08-22,195.7,223.82,5,3.78,136.824
2024-08-29,2024-10-01,209.8,262.67,5,4.25,260.098
2024-10-24,2024-12-18,244.68,466.5,5,6.4,1102.699
2025-01-03,2025-01-16,381.5,423.48,6,8.69,243.186
2025-03-11,2025-03-26,225.32,282.69,12,10.97,677.467
2025-04-09,2025-05-28,224.67,364.9,15,15.92,2087.532
2025-06-06,2025-06-24,298.81,356.17,18,21.22,1011.259
2025-07-08,2025-07-21,296.97,334.41,21,23.87,762.374
