past_window,trade_window,final_cap
3,1,1223.2073400000002
7,1,1223.2073400000002
4,1,1223.2073400000002
9,1,1223.2073400000002
5,1,1223.2073400000002
8,1,1223.2073400000002
6,1,1223.2073400000002
9,2,1166.8684320000002
8,2,1166.8684320000002
7,2,1166.8684320000002
6,2,1166.8684320000002
3,2,1166.8684320000002
5,2,1166.8684320000002
4,2,1166.8684320000002
6,3,1128.44884
5,3,1128.44884
7,3,1128.44884
4,3,1128.44884
8,3,1128.44884
3,3,1128.44884
9,3,1128.44884
